Chemical name	Distance (lower = more similar)
Methyl 2,2-bis(trifluoromethyl)cyclopropane-1-carboxylate	31
N-(Pentafluoroethyl)aniline	31
Ethyl 3,5,5,5-tetrafluoro-4-(trifluoromethyl)pent-2-enoate	31
Dimethyl (6,6,7,7,7-pentafluoro-2-oxoheptyl)phosphonate	31
3,3,3-Trifluoro-2-({[1,1,1-trifluoro-2-(trifluoromethyl)butan-2-yl]oxy}carbonyl)propanoate	31
[(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)oxy]acetonitrile	31
1,1,2,2,3,3,4,4,5,5,6,6,7,7,10,10,10-Heptadecafluorodecyl 2-methylprop-2-enoate	31
7,8-Bis(5,5,6,6,7,7,7-heptafluoroheptyl)tetradecanedioic acid	31
2,2-Difluoro-1,1-diphenylethyl trifluoroacetate	31
2,2',3,3',5,5',6,6'-Octafluoro-4,4'-bis(pentafluoroethyl)-1,1'-biphenyl	31
2-{[3-(1,1,2,2,3,3,4,4,4-Nonafluorobutane-1-sulfonyl)propyl]amino}ethyl prop-2-enoate	31
Acetic acid--4,5,5,5-tetrafluoro-2-iodo-4-(trifluoromethyl)pentan-1-ol (1/1)	31
Carbonic acid--2,2,3,3,4,4,5,5-octafluoropentan-1-ol (1/2)	31
15,15,16,16,16-Pentafluorohexadecane-1-thiol	31
12,12,13,13,14,14,15,15,15-Nonafluoropentadecane-1-thiol	31
24,24,25,25,26,26,27,27,27-Nonafluoroheptacosanoic acid	31
12,12,13,13,14,14,15,15,16,16,16-Undecafluorohexadecanoic acid	31
Carbonic acid--2,2,3,3,3-pentafluoropropan-1-ol (1/2)	31
3,3,4,4,5,5,6,6,7,7,8,8,9,9-Tetradecafluoroundecane-1,11-diol	31
Benzyl 2,2,3,3,4,4-hexafluoro-4-iodobutanoate	31
2,2,3,3,4,4,5,5-Octafluoro-5-[(tridecafluorohexyl)oxy]pentan-1-amine	31
Ethyl 3,4,4,4-tetrafluorobut-2-enoate	31
1,4-Bis(chloromethyl)-2-(heptafluoropropyl)benzene	31
3-Ethyl-7,8,8,9,9,10,10,11,11,12,12,13,13,13-tetradecafluorotridec-6-en-6-yl phosphate	31
1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Hexadecafluoro-9-methoxynonane	31
[(3,3,4,4,4-Pentafluorobut-1-yn-1-yl)oxy]benzene	31
(2-Chloroethenyl)bis(2,2,3,3-tetrafluorocyclobutyl)silane	31
4-(Ethenyloxy)-1,1,1,2-tetrafluoro-2-(trifluoromethyl)butane	31
3-Amino-4,4,5,5-tetrafluoro-1-phenylpent-2-ene-1-thione	31
5,5,6,6,7,7,7-Heptafluoro-3-iodohept-3-en-1-ol	31
(1,1,2,2-Tetrafluoro-2-iodoethoxy)benzene	31
2,2,3,3,4,4,4-Heptafluorobutyl 2-chloroprop-2-enoate	31
PUBCHEM_54599292	31
Ethyl 2,3,4,4,4-pentafluorobut-2-enoate	31
Bis(3,3,4,4,5,5,6,6,6-nonafluorohexyl) but-2-enedioate	31
3,3,4,5,5,5-Hexafluoropentan-2-yl 2-methylprop-2-enoate	31
Palladium(2+) trifluoroacetate--2-(tert-butylperoxy)-2-methylpropane (1/2/1)	31
2-(2,2,3,3-Tetrafluoropropanoyl)cyclopentan-1-one	31
1,1,1,3,3,3-Hexafluoro-2-(trifluoromethyl)propan-2-yl 2-methylbutanoate	31
2-[(1,1,1,3,3,3-Hexafluoropropan-2-yl)oxy]ethan-1-ol	31
1,1,1,2,2-Pentafluoro-7-phenylheptan-3-one	31
2-(2,3-Dichloro-1,1,2,3,3-pentafluoropropyl)-2,3,3-trifluorooxirane	31
(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecyl)(tripropoxy)silane	31
2,2,4,4,5,5-Hexafluoro-1,3-dioxolane	31
Trimethyl{[3,3,3-trifluoro-2-(trifluoromethyl)prop-1-en-1-yl]oxy}silane	31
1,1,1,3,3,3-Hexafluoropropan-2-yl diethylphosphinite	31
1,1,1,2,2,3,3,4,4-Nonafluoro-4-propoxybutane	31
4,4'-(1,2,2,3,3,3-Hexafluoropropane-1,1-diyl)diphenol	31
[4-(2-tert-Butoxy-2-oxoethoxy)phenyl](diphenyl)sulfanium nonafluorobutane-1-sulfonate	31
1,1,2,2-Tetrafluoro-N,N-dimethylethan-1-amine	31
2,2,3,3,4,4,4-Heptafluoro-N-(2,2,3,3,4,4,4-heptafluorobutyl)butan-1-amine	31
1-(1,1,2,2-Tetrafluoroethoxy)propane	31
Tri(prop-2-en-1-yl)(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)silane	31
1,2,2-Trifluoro-1-(trifluoromethyl)-2,3-dihydro-1H-indene	31
2-(1,1,2,2-Tetrafluoroethoxy)benzene-1-sulfonyl isocyanate	31
1-[4-(1,1,2,2-Tetrafluoroethoxy)phenyl]ethan-1-one	31
2,2,3,3,3-Pentafluoropropyl 2-(trifluoromethyl)prop-2-enoate	31
1-Bromo-4-(2,2,3,3-tetrafluorocyclobutyl)benzene	31
Ethyl(methyl)bis[(trifluoroacetyl)oxy]stannane	31
4-[(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl)sulfanyl]phenol	31
4-[(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)sulfanyl]phenol	31
1-Chloro-4-(2,2,3,3-tetrafluorocyclopropyl)benzene	31
2-(2,2,3,3,3-Pentafluoropropanoyl)cyclohexan-1-one	31
Ethyl 5,5,5-trifluoro-2-oxo-4-(trifluoromethyl)pentanoate	31
1-Chloro-2,2,3,3,4,4,5,5-octafluoro-1-isocyanatopentane	31
2,2,3,3,4-Pentafluorocyclobutane-1,1-diol	31
2-(3,4-Dibromo-1,1,2,2,3,4,4-heptafluorobutyl)-2,3,3-trifluorooxirane	31
2,2,3,4,4,5-Hexafluoro-3,5-bis(trifluoromethyl)oxolane	31
Pentadecafluorooctanoic acid--pyridine (1/1)	31
1-Fluoro-4-(1,1,2,2-tetrafluoroethoxy)benzene	31
3,3,4,4-Tetrafluoro-2,2,5,5-tetrakis(trifluoromethyl)oxolane	31
Ethyl 2-acetyl-4,4,5,5,5-pentafluoro-3-oxopentanoate	31
Methyl 4,4,5,5,6,6,7,7,8,8,9,9,9-tridecafluorononanoate	31
1,1,2,2,3,3,4,4,5,5,6,6-Dodecafluoro-7-[(prop-2-en-1-yl)oxy]heptane	31
Ethyl 2-acetyl-4,4,5,5,6,6,6-heptafluoro-3-oxohexanoate	31
3,3,4,4-Tetrafluoro-1-methylcyclobut-1-ene	31
5,5,6,6,7,7,7-Heptafluoro-3-iodoheptan-1-ol	31
2-[3,3,4,4,5,5,5-Heptafluoro-2,2-bis(trifluoromethyl)pentyl]benzonitrile	31
7,7,8,8,9,9,10,10,10-Nonafluoro-5-iododecan-2-one	31
1,1'-Peroxybis(2,2,3,3,4,4,5,5,6,6-decafluorocyclohexan-1-ol)	31
2-(1,1,2,3,3,3-Hexafluoropropoxy)phenol	31
5,5,6,6,7,7,7-Heptafluoro-4,4-bis(trifluoromethyl)heptan-1-ol	31
Ethenyl 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl carbonate	31
3-(Heptadecafluorooctyl)-1,2,4-trioxolane	31
5,5,6,6-Tetrafluorobicyclo[2.2.1]hept-2-ene	31
2,2,3,3,4,4,5,5-Octafluoropentan-1-amine	31
2-Hydroxyethyl heptadecafluorononanoate	31
Prop-2-en-1-yl 2-fluoro-2-(trifluoromethyl)pent-4-enoate	31
2,2,3,3,4,4,4-Heptafluoro-N-[(trifluoroacetyl)oxy]butanamide	31
Ethyl 2-bromo-3,3,3-trifluoro-2-(trifluoromethyl)propanoate	31
4-[(2,2,3,3-Tetrafluoropropyl)sulfanyl]phenol	31
(3,3,4,5,5,5-Hexafluoro-2,2-dimethylpentyl)benzene	31
2,2,3,3,3-Pentafluoropropyl 2-chloroprop-2-enoate	31
6,6,7,7,8,8,9,9-Octafluoro-2,2-dimethylnonane-3,5-dione	31
2,3,3,3-Tetrafluoro-1-(2-hydroxyphenyl)propan-1-one	31
3,4-Bis(difluoromethylidene)-1,1,2,2-tetrafluorocyclobutane	31
1,1,2,2-Tetrafluoro-2,3-dihydro-1H-indene	31
1,1,2,2,3,4,5,6,7-Nonafluoro-2,3-dihydro-1H-indene	31
1-Chloro-3,3,4,4,5,5,6,6-octafluoro-2-iodocyclohex-1-ene	31
1-Chloro-3,3,4,4,5,5-hexafluoro-2-iodocyclopent-1-ene	31
1,1,2,2,3,3-Hexafluoro-2,3-dihydro-1H-indene	31
2,2,3,3-Tetrafluoropropan-1-amine	31
1,1,2,2,3,4,5,6,7-Nonafluoro-3-(trifluoromethyl)-2,3-dihydro-1H-indene	31
2-Chloro-4,4,5,5-tetrakis(trifluoromethyl)-1,3,2-dioxaphospholane	31
2,2,2',2',3,3,3',3',4,4,4',4'-Dodecafluoro-1,1'-bi(cyclobutylidene)	31
2-(2-Chloro-1,1,2,2-tetrafluoroethyl)-2,3,3-trifluorooxirane	31
Octanamide, 2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluoro-N-methyl-	31
1,2-Propanediol, 3,3,3-trifluoro-2-(trifluoromethyl)-	31
2-Furancarbonyl fluoride, 2,3,3,4,4,5,5-heptafluorotetrahydro-	31
Silanol, dimethyl(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)-	31
2-Fluoro-2-(pentafluoroethyl)-3,3-bis(trifluoromethyl)oxirane	31
4-[1,1,2,2-tetrafluoro-2-(4-hydroxyphenyl)ethyl]phenol	31
4-(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecylthio)phenol	31
HEXAFLUORO-2,5-DIHYDROFURAN	31
2H-Pyran-2-carbonyl fluoride, 2,3,3,4,4,5,5,6,6-nonafluorotetrahydro-	31
2-(2,2,3,3,4,4,5,5,6,6,7,7,7-Tridecafluoroheptanoyl)cyclohexan-1-one	31
Acetic acid, cyano-, 2,2,2-trifluoro-1-(trifluoromethyl)ethyl ester	31
Methyl 4,4,5,5,6,6,7,7,7-nonafluoroheptanoate	31
2,2,2-Trifluoroethyl 4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-heptadecafluoroundecanoate	31
1,1,2,2,3,3,4,5,6,7-Decafluoro-2,3-dihydro-1H-indene	31
Tridecanoic acid, 12,12,13,13,13-pentafluoro-	31
1,3-Dioxole, 2,2-bis(trifluoromethyl)-	31
1-Bromo-1,1,2,2-tetrafluoro-3-octene	31
2,2,3,3,4,4,5,5,6,6,7,7-dodecafluoroheptanamide	31
Pentadecanoic acid, 12,12,13,13,14,14,15,15,15-nonafluoro-	31
2,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoro-N-methylheptanamide	31
Allyl 2,2,3,3,4,4,5,5-octafluoropentyl ether	31
2-Chlorotetrafluoropropanamide	31
2,2,3,3,4,4,5,5,6,6,7,7-dodecafluoroheptyl 2-fluoroprop-2-enoate	31
2,2,3,3,4,4,5,5-octafluoropentyl 2-fluoroprop-2-enoate	31
N-MORPHOLINIUM NONAFLUOROBUTANESULFONATE	31
1,1,2,2-tetrafluoro-3-methoxypropane	31
4,4,5,5,6,6,7,7,7-nonafluoroheptane-1,2-diol	31
Bis(2,2,3,3,3-pentafluoropropyl)amine	31
3-(2,2,3,3-Tetrafluoropropoxy)prop-1-ene	31
Bis(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl) but-2-enedioate	31
3,3,4,4-tetrafluoro-1,6-diiodohexane	31
4,4,5,5,6,6,6-heptafluorohexane-1,2-diol	31
2-(1,1,2,2-tetrafluoroethoxy)phenol	31
2-(1,1,2,2,2-pentafluoroethoxy)phenol	31
Perfluorosebacamide	31
2,2,3,3-TETRAFLUOROCYCLOBUTANOL	31
2,2,3,3-tetrafluoropropanamide	31
1,1,2,2-tetrafluoro-6,6-dimethylheptane-3,5-dione	31
1-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)-2-iodocyclohexane	31
Perfluoroperhydrofluorene	31
3-Perfluorohexyl-2-hydroxypropyl acrylate	31
3-(Perfluorooctyl)-2-hydroxypropyl acrylate	31
4,5,5,6,6,6-hexafluoro-4-(trifluoromethyl)hexan-1-ol	31
4,4,5,5,6,6,7,7,7-Nonafluoro-2-hydroxyheptyl prop-2-enoate	31
1,1,2,2,3,3,4,5,5,6-Decafluoro-4-(heptafluoropropoxy)-6-(pentafluoroethyl)cyclohexane	31
Propanoic acid, 3,3,3-trifluoro-2-(trifluoromethyl)-, 2-methylpropyl ester	31
5-bromo-4,4,5,5-tetrafluoropentan-1-ol	31
2-bromo-2,3,3,3-tetrafluoropropanamide	31
2,2,3,3,4,4,5,5-octafluoropentanamide	31
Phenol, 4,4'-(2,2,3,3,4,4,5,5-octafluoropentylidene)bis-	31
4,4,5,5,6,6,7,7,8,8,9,9,9-tridecafluorononane-1,2-diol	31
1,1,2,2-Tetrafluoro-3-(1,1,2,2-tetrafluorobutyl)cyclobutane	31
1,2,3,4-Tetrafluoro-5-(1,1,1,2,4,4,5,5,5-nonafluoropent-2-en-3-yl)-6-(trifluoromethyl)benzene	31
4,5,5,5-tetrafluoro-4-(trifluoromethyl)pentan-1-ol	31
3,3,4,4,5,5,6,6-Octafluoro-1,8-octanediol	31
Stannane, dichlorobis(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)-	31
NSC86760	31
2,2'-(2-Iodo-5-methyl-1,3-phenylene)bis(hexafluoropropan-2-ol)	31
1,1,1,3,3,3-hexafluoro-2-(2-iodo-5-methylphenyl)propan-2-ol	31
2-(2-bromo-5-methylphenyl)-1,1,1,3,3,3-hexafluoropropan-2-ol	31
1,1,1,7,7,7-hexafluoro-4-methylidene-2,6-bis(trifluoromethyl)heptane-2,6-diol	31
Octafluoroadipamide	31
1-(4-bromophenyl)-4,4,4-trifluoro-3-(trifluoromethyl)but-2-en-1-one	31
4,4,4-trifluoro-2-methyl-1-(thiophen-2-yl)-3-(trifluoromethyl)but-2-en-1-one	31
2-ethyl-4,4,4-trifluoro-3-hydroxy-1-phenyl-3-(trifluoromethyl)butan-1-one	31
6,6,6-trifluoro-2,2-dimethyl-5-(trifluoromethyl)hex-4-en-3-one	31
4-[1,1,2,2,3,3-hexafluoro-3-(4-hydroxyphenyl)propyl]phenol	31
1-(3-chlorophenyl)-4,4,4-trifluoro-3-(trifluoromethyl)but-2-en-1-one	31
2,2,3,3,4,4,4-heptafluoro-n'-(2,2,3,3,4,4,4-heptafluorobutanoyl)butanehydrazide	31
2-(2,2,3,3,4,4,4-Heptafluorobutanoyl)cyclohexan-1-one	31
1,1,1,2,2-pentafluoroheptan-3-one	31
7,7,8,8,9,9,9-Heptafluoro-2-methylnon-2-ene-4,6-dione	31
2-Propenoic acid, 2-fluoro-, 2,2,3,3-tetrafluoropropyl ester	31
1,1,2,2,3,3,4,4-Octafluoro-N,N-bis(2-hydroxyethyl)butane-1-sulphonamide	31
Ammonium bis(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,16,16,16-octacosafluoro-15-(trifluoromethyl)hexadecyl) phosphate	31
Ammonium bis(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,12,12,12-icosafluoro-11-(trifluoromethyl)dodecyl) phosphate	31
EINECS 297-951-9	31
EINECS 304-112-3	31
Trimethoxy(3-(1,1,2,2-tetrafluoroethoxy)propyl)silane	31
Ammonium bis(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,14,14,14-tetracosafluoro-13-(trifluoromethyl)tetradecyl) phosphate	31
Dimethoxymethyl(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)silane	31
Begacestat	31
Cyclohexene, 1-methylnonafluoro-	31
Tiflamizole	31
1,1,1,3,3,3-Hexafluoro-2-(2-mercapto-5-methylphenyl)-2-propanol	31
2,2,3,3-Tetrafluoro-(difluoro(methoxycarbonyl)-methoxy)propanoic acid methyl ester	31
Hexafluoroglutaramide	31
Heptadecafluoro-N,N-bis(2-hydroxyethyl)octanesulphonamide	31
Isocyanic acid, 2,2,3,3,4,4,4-heptafluorobutyl ester	31
1,1,2,2,3,3,4,4,4-Nonafluoro-N,N-bis(2-hydroxyethyl)butane-1-sulphonamide	31
Crotonophenone, 4'-chloro-4,4,4-trifluoro-3-(trifluoromethyl)-	31
Tricyclo(8.2.2.24,7)hexadeca-4,6,10,12,13,15-hexaene, 2,2,3,3,8,8,9,9,-octafluoro-	31
4,4,4-Trifluoro-3-hydroxy-1-(2-thienyl)-3-(trifluoromethyl)-1-butanone	31
Benzonitrile, p-(4,4,4-trifluoro-3-trifluoromethylcrotonoyl)-	31
1H-Trindene, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9-octadecafluoro-2,3,4,5,6,7,8,9-octahydro-	31
3,3,4,4,5,5,6,6,6-Nonafluorohexyl nitrate	31
Perfluorocyclohexylmethanol	31
Perfluorotetralin	31
4,4'-Bis(2-hydroxyhexafluoroisopropyl)diphenyl ether	31
alpha,alpha,beta,beta-Tetrafluoro-p-methylphenetole	31
Cyclohexanecarboxylic acid, 1-(1,1,2,2-tetrafluoroethyl)-	31
2,5-Octanedione, 7-hydroxy-8,8,8-trifluoro-7-trifluoromethyl-	31
2-Pentanone, 4-hydroxy-1-phenyl-5,5,5-trifluoro-4-(trifluoromethyl)-	31
1-Cyclohexyl-3-(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctylsulfonyl)urea	31
2-Butanol, 4-phenyl-1,1,1-trifluoro-2-trifluoromethyl-	31
Tricyclo[3.3.1.13,7]decane, hexadecafluoro-	31
Oxirane, 2,2-difluoro-3,3-bis(trifluoromethyl)-	31
1-Pentanesulfonamide, N-ethyl-1,1,2,2,3,3,4,4,5,5,5-undecafluoro-N-(2-hydroxyethyl)-	31
1-Heptanesulfonamide, N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoro-N-(2-hydroxyethyl)-	31
Glycine, N-ethyl-N-[(pentadecafluoroheptyl)sulfonyl]-, sodium salt	31
2-Propenoic acid, 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,17,17,18,18,19,19,20,20,20-heptatriacontafluoroeicosyl ester	31
1-Heptanesulfonamide, N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoro-N-[3-(trichlorosilyl)propyl]-	31
Glycine, N-ethyl-N-[(undecafluoropentyl)sulfonyl]-, potassium salt	31
1,1,2,2-Tetrahydroperfluorooctadecyl acrylate	31
Glycine, N-ethyl-N-[(undecafluoropentyl)sulfonyl]-, sodium salt	31
1-Octanesulfonamide, N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-[3-(trichlorosilyl)propyl]-	31
Glycine, N-ethyl-N-[(nonafluorobutyl)sulfonyl]-, sodium salt	31
Glycine, N-ethyl-N-[(tridecafluorohexyl)sulfonyl]-, sodium salt	31
Glycine, N-ethyl-N-[(pentadecafluoroheptyl)sulfonyl]-, potassium salt	31
Glycine, N-ethyl-N-[(tridecafluorohexyl)sulfonyl]-, potassium salt	31
Glycine, N-ethyl-N-[(nonafluorobutyl)sulfonyl]-, potassium salt	31
1,1,2,2-Tetrahydroperfluorohexyl acrylate	31
1-Butanesulfonamide, N-ethyl-1,1,2,2,3,3,4,4,4-nonafluoro-N-(2-hydroxyethyl)-	31
1,1,2,2-Tetrahydroperfluorodecyl acrylate	31
1,1,2,2-Tetrahydroperfluorohexadecyl acrylate	31
1,1,2,2-Tetrahydroperfluorotetradecyl acrylate	31
1-Hexanesulfonamide, N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-N-(2-hydroxyethyl)-	31
1,1,2,2-Tetrahydroperfluorobutyl acrylate	31
3-(1,1,2,2-Tetrafluoroethoxy)toluene	31
Acetamide, 2,2,2-trifluoro-N-[(trifluoroacetyl)oxy]-	31
Butanedioic acid, tetrafluoro-, diethyl ester	31
Diethyl perfluoroadipate	31
Pentanedioic acid, hexafluoro-, diethyl ester	31
2-Propenoic acid, 2,2,3,3,4,4-hexafluoro-1,5-pentanediyl ester	31
Glycine, N-ethyl-N-[(heptadecafluorooctyl)sulfonyl]-, potassium salt	31
3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12, 12,12- Henicosafluorododecyl acrylate	31
2-Propenoic acid, 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl ester	31
Bisphenol AF	31
2-(N-Ethylperfluoro-1-octanesulfonamido)ethanol	31
2-(Pentadecafluoroheptyl)cyclohexan-1-one	32
Bis(4-fluorophenyl)(phenyl)methyl trifluoroacetate	32
(4-Fluorophenyl)(diphenyl)methyl trifluoroacetate	32
3,4,4,5,5,6,6,6-Octafluoro-1-methoxyhex-2-ene	32
Tris(4-fluorophenyl)methyl trifluoroacetate	32
1,1,2,2-Tetrafluoro-6-methyl-2,3-dihydro-1H-indene	32
7-Chloro-1,1,2,2-tetrafluoro-2,3-dihydro-1H-indene	32
1,1,1,2,2,3,3,4,4-Nonafluorotetracosane	32
5-Chloro-1,1,2,2-tetrafluoro-2,3-dihydro-1H-indene	32
1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluorohexacosane	32
4-(Heptadecafluorooctyl)-3a,4,7,7a-tetrahydro-2-benzofuran-1,3-dione	32
6-(Tridecafluorohexyl)-3-oxabicyclo[3.2.0]heptane-2,4-dione	32
But-3-en-2-yl 2-fluoro-2-(trifluoromethyl)hex-4-enoate	32
Propanoic acid--2,2,3,3,4,4,5,5,6,6,7,7-dodecafluoroheptan-1-ol (1/1)	32
Triethoxy{3-[(heptadecafluorooctyl)oxy]propyl}silane	32
1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluoropentacosane	32
(Thiophen-3-yl)methyl heptafluorobutanoate	32
{[(2,2,3,3,4,4,5,5-Octafluoropentyl)oxy]methyl}benzene	32
1,1'-(1,1,2,2-Tetrafluoroethane-1,2-diyl)bis(2-bromobenzene)	32
5,6,6,7,7,8,8,9,9,10,10,10-Dodecafluoro-4-methyldec-4-en-3-one	32
1-[2-(1,1,2,2-Tetrafluoro-2-phenylethyl)phenyl]ethan-1-one	32
1,1',2,2',2',3,3',3',4,4,4',4',5,5,5',5',6,6,6',6'-Icosafluoro[1,1'-bi(cyclohexan)]-2-ene	32
2,2'-Oxybis[4,4-bis(trifluoromethyl)thietane]	32
(1E)-2,2,3,3,4,4,4-Heptafluoro-N-phenylbutan-1-imine	32
(Dichloromethyl)[5,5,5-trifluoro-4,4-bis(trifluoromethyl)pentyl]silane	32
Triphenyl(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)stannane	32
5,6,6,6-Tetrafluoro-4-methylhex-4-en-3-one	32
({4-[(1,2,3,3,4,4,5,5,6,6,6-Undecafluorohex-1-en-1-yl)oxy]phenyl}methyl)phosphonic acid	32
Ethyl 2,2,3,3,4,4,5,6-octafluorohex-5-enoate	32
Ethyl 2,2,3,3-tetrafluoro-3-[(trifluoroethenyl)oxy]propanoate	32
2-{Difluoro[(pentadecafluoroheptyl)oxy]methyl}-2,3,3-trifluorooxirane	32
1,1,3,3,4-Pentafluoro-1,3-dihydro-2-benzofuran	32
2-(Acryloyloxy)ethyl pentadecafluorooctanoate	32
2-(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl)propane-1,3-diol	32
1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluorotetracosane	32
12,12,13,13,14,14,15,15,15-Nonafluoro-10-iodopentadecanoic acid	32
Ethyl 6-chloro-3,4,4,5,5,6,6-heptafluorohex-2-enoate	32
2,2,3,3,4,4,5,5,6,6,7,7-Dodecafluorooctane-1,8-diyl dicyanate	32
4-Bromo-3,3,4,4-tetrafluorobutyl prop-2-enoate	32
1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluoro-8-(octyldisulfanyl)octane	32
1,1,2,2,3,3,4,4,5,5,6,6-Dodecafluoro-N~1~,N~1~,N~8~,N~8~-tetrakis(trifluoromethyl)octane-1,8-diamine	32
Ethyl 5-chloro-2,2,3,3,4,4-hexafluoropentanoate	32
[2-Chloro-4-(pentafluoroethyl)phenyl](4-fluorophenyl)methanone	32
Ethyl 4,4,5,5-tetrafluoro-3-hydroxypent-2-enoate	32
[3,3-Difluoro-2-(tetrafluoroethylidene)cyclobutyl]benzene	32
1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluoropentadecane	32
1,1,1,2,2,3,3,4,4,5,5-Undecafluorononadecane	32
[(1,1,1,3,3,3-Hexafluoropropan-2-yl)oxy]cyclododecane	32
3-Phenyl-1-(undecafluorocyclohexyl)prop-2-yn-1-one	32
Germanium--tetrafluorooxirane (1/1)	32
4-[(1,2,3,3,3-Pentafluoroprop-1-en-1-yl)oxy]benzoic acid	32
Methyl 4-(tridecafluorohexyl)cyclohexane-1-carboxylate	32
2-Chloro-1,1,2,3,3,5,6-heptafluoro-2,3-dihydro-1H-indene	32
Methyl 4-(heptafluoropropyl)cyclohexane-1-carboxylate	32
Methyl 4-(pentadecafluoroheptyl)cyclohexane-1-carboxylate	32
2-Chloro-4-(2-chloro-1,1,2,2-tetrafluoroethoxy)phenol	32
Methyl 4-(nonafluorobutyl)cyclohexane-1-carboxylate	32
Methyl 4-(undecafluoropentyl)cyclohexane-1-carboxylate	32
Bis(3,3,4,4,5,5,6,6,6-nonafluorohexyl) butanedioate	32
1-Bromo-4-(2-bromo-1,1,2,2-tetrafluoroethoxy)benzene	32
5-[(1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluoronon-1-en-1-yl)oxy]benzene-1,3-dicarbonyl dichloride	32
4,4,5,5,6,6,7,7,8,9,9,9-Dodecafluoro-2-(2-hydroxypropyl)-8-(trifluoromethyl)non-2-enoate	32
4-Methylphenyl pentafluoropropanoate	32
2,3,3,3-Tetrafluoro-2-(heptafluoropropoxy)propyl 2-fluoroprop-2-enoate	32
4-[(1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluoronon-1-en-1-yl)oxy]benzoic acid	32
1-Ethenyl-4-{[(1,1,1,2,3,3-hexafluoropropan-2-yl)oxy]methyl}benzene	32
3,3,4,4,4-Pentafluoro-2-hydroxy-2-(2-methylphenyl)butanoic acid	32
1-Bromo-3,3,4,4-tetrafluorohexane	32
1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluorodocosane	32
2,2,3,3,4,4,5,5,6,6-Decafluoro-6-[(1,1,1,2,3,3,3-heptafluoropropan-2-yl)oxy]hexanamide	32
6-Bromo-1,1,2,2-tetrafluoro-2,3-dihydro-1H-indene	32
7-Bromo-1,1,2,2-tetrafluoro-2,3-dihydro-1H-indene	32
1,1,1,3,3,3-Hexafluoro-2-(trifluoromethyl)propan-2-yl 3-methylbutanoate	32
5-Bromo-1,1,2,2-tetrafluoro-2,3-dihydro-1H-indene	32
1,1'-{(1,1,2,2-Tetrafluoroethane-1,2-diyl)bis[(4,1-phenylene)oxy]}dibenzene	32
1,1,3,3,5-Pentafluoro-1,3-dihydro-2-benzofuran	32
1-Iodo-4-(1,1,2,2-tetrafluoroethoxy)benzene	32
2-Phenyl-4,4,5,5-tetrakis(trifluoromethyl)-1,3,2-dioxaborolane	32
1,2,3,5,5,6,6,7,7-Nonafluorobicyclo[2.2.1]hept-2-ene	32
3-(Pentafluoroethyl)aniline	32
1,1'-Oxybis[4-(tridecafluorohexyl)benzene]	32
